Tract,Instrument,Order by Date,Image Path,Vol,Page,Inst. No.,File Date,Inst./Eff. Date,Grantor,Grantee,Land Desc.,Interest,Remarks
T03,Oil and Gas Lease 01083,1983-03-19,phase0/import-stress/T03/image-01083.pdf,283,84,P0-01083,1983-03-20,1983-03-19,Phase 0 Grantor 017,Phase 0 Grantee 067,"Section 3, Block 5, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 01083
T04,Assignment 01084,1984-04-20,phase0/import-stress/T04/image-01084.pdf,284,85,P0-01084,1984-04-21,1984-04-20,Phase 0 Grantor 018,Phase 0 Grantee 068,"Section 4, Block 6, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 01084
T05,Ratification 01085,1985-05-21,phase0/import-stress/T05/image-01085.pdf,285,86,P0-01085,1985-05-22,1985-05-21,Phase 0 Grantor 019,Phase 0 Grantee 069,"Section 5, Block 7, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 01085
T06,Warranty Deed 01086,1986-06-22,phase0/import-stress/T06/image-01086.pdf,286,87,P0-01086,1986-06-23,1986-06-22,Phase 0 Grantor 020,Phase 0 Grantee 070,"Section 6, Block 1, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 01086
T07,Mineral Deed 01087,1987-07-23,phase0/import-stress/T07/image-01087.pdf,287,88,P0-01087,1987-07-24,1987-07-23,Phase 0 Grantor 021,Phase 0 Grantee 071,"Section 7, Block 2, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 01087
T08,Royalty Deed 01088,1988-08-24,phase0/import-stress/T08/image-01088.pdf,288,89,P0-01088,1988-08-25,1988-08-24,Phase 0 Grantor 022,Phase 0 Grantee 072,"Section 8, Block 3, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 01088
T09,Oil and Gas Lease 01089,1989-09-25,phase0/import-stress/T09/image-01089.pdf,289,90,P0-01089,1989-09-26,1989-09-25,Phase 0 Grantor 023,Phase 0 Grantee 073,"Section 9, Block 4, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 01089
T10,Assignment 01090,1990-10-26,phase0/import-stress/T10/image-01090.pdf,290,91,P0-01090,1990-10-27,1990-10-26,Phase 0 Grantor 024,Phase 0 Grantee 074,"Section 10, Block 5, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 01090
T01,Ratification 01091,1991-11-27,phase0/import-stress/T01/image-01091.pdf,291,92,P0-01091,1991-11-28,1991-11-27,Phase 0 Grantor 025,Phase 0 Grantee 075,"Section 1, Block 6, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 01091
T02,Warranty Deed 01092,1992-12-28,phase0/import-stress/T02/image-01092.pdf,292,93,P0-01092,1992-12-01,1992-12-28,Phase 0 Grantor 026,Phase 0 Grantee 076,"Section 2, Block 7, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 01092
T03,Mineral Deed 01093,1993-01-01,phase0/import-stress/T03/image-01093.pdf,293,94,P0-01093,1993-01-02,1993-01-01,Phase 0 Grantor 027,Phase 0 Grantee 077,"Section 3, Block 1, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 01093
T04,Royalty Deed 01094,1994-02-02,phase0/import-stress/T04/image-01094.pdf,294,95,P0-01094,1994-02-03,1994-02-02,Phase 0 Grantor 028,Phase 0 Grantee 078,"Section 4, Block 2, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 01094
T05,Oil and Gas Lease 01095,1995-03-03,phase0/import-stress/T05/image-01095.pdf,295,96,P0-01095,1995-03-04,1995-03-03,Phase 0 Grantor 029,Phase 0 Grantee 079,"Section 5, Block 3, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 01095
T06,Assignment 01096,1996-04-04,phase0/import-stress/T06/image-01096.pdf,296,97,P0-01096,1996-04-05,1996-04-04,Phase 0 Grantor 030,Phase 0 Grantee 080,"Section 6, Block 4, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 01096
T07,Ratification 01097,1997-05-05,phase0/import-stress/T07/image-01097.pdf,297,98,P0-01097,1997-05-06,1997-05-05,Phase 0 Grantor 031,Phase 0 Grantee 081,"Section 7, Block 5, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 01097
T08,Warranty Deed 01098,1998-06-06,phase0/import-stress/T08/image-01098.pdf,298,99,P0-01098,1998-06-07,1998-06-06,Phase 0 Grantor 032,Phase 0 Grantee 082,"Section 8, Block 6, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 01098
T09,Mineral Deed 01099,1999-07-07,phase0/import-stress/T09/image-01099.pdf,299,100,P0-01099,1999-07-08,1999-07-07,Phase 0 Grantor 033,Phase 0 Grantee 083,"Section 9, Block 7, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 01099
T10,Royalty Deed 01100,2000-08-08,phase0/import-stress/T10/image-01100.pdf,300,101,P0-01100,2000-08-09,2000-08-08,Phase 0 Grantor 034,Phase 0 Grantee 084,"Section 10, Block 1, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 01100
T01,Oil and Gas Lease 01101,2001-09-09,phase0/import-stress/T01/image-01101.pdf,301,102,P0-01101,2001-09-10,2001-09-09,Phase 0 Grantor 035,Phase 0 Grantee 085,"Section 1, Block 2, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 01101
T02,Assignment 01102,2002-10-10,phase0/import-stress/T02/image-01102.pdf,302,103,P0-01102,2002-10-11,2002-10-10,Phase 0 Grantor 036,Phase 0 Grantee 086,"Section 2, Block 3, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 01102
T03,Ratification 01103,2003-11-11,phase0/import-stress/T03/image-01103.pdf,303,104,P0-01103,2003-11-12,2003-11-11,Phase 0 Grantor 037,Phase 0 Grantee 087,"Section 3, Block 4, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 01103
T04,Warranty Deed 01104,2004-12-12,phase0/import-stress/T04/image-01104.pdf,304,105,P0-01104,2004-12-13,2004-12-12,Phase 0 Grantor 038,Phase 0 Grantee 088,"Section 4, Block 5, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 01104
T05,Mineral Deed 01105,2005-01-13,phase0/import-stress/T05/image-01105.pdf,305,106,P0-01105,2005-01-14,2005-01-13,Phase 0 Grantor 039,Phase 0 Grantee 089,"Section 5, Block 6, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 01105
T06,Royalty Deed 01106,2006-02-14,phase0/import-stress/T06/image-01106.pdf,306,107,P0-01106,2006-02-15,2006-02-14,Phase 0 Grantor 040,Phase 0 Grantee 090,"Section 6, Block 7, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 01106
T07,Oil and Gas Lease 01107,2007-03-15,phase0/import-stress/T07/image-01107.pdf,307,108,P0-01107,2007-03-16,2007-03-15,Phase 0 Grantor 041,Phase 0 Grantee 091,"Section 7, Block 1, Raven Forest Survey, Walker County, Texas",1/5,Deterministic import stress row 01107
T08,Assignment 01108,2008-04-16,phase0/import-stress/T08/image-01108.pdf,308,109,P0-01108,2008-04-17,2008-04-16,Phase 0 Grantor 042,Phase 0 Grantee 092,"Section 8, Block 2, Raven Forest Survey, Walker County, Texas",1/6,Deterministic import stress row 01108
T09,Ratification 01109,2009-05-17,phase0/import-stress/T09/image-01109.pdf,309,110,P0-01109,2009-05-18,2009-05-17,Phase 0 Grantor 043,Phase 0 Grantee 093,"Section 9, Block 3, Raven Forest Survey, Walker County, Texas",1/7,Deterministic import stress row 01109
T10,Warranty Deed 01110,2010-06-18,phase0/import-stress/T10/image-01110.pdf,310,111,P0-01110,2010-06-19,2010-06-18,Phase 0 Grantor 044,Phase 0 Grantee 094,"Section 10, Block 4, Raven Forest Survey, Walker County, Texas",1/8,Deterministic import stress row 01110
T01,Mineral Deed 01111,2011-07-19,phase0/import-stress/T01/image-01111.pdf,311,112,P0-01111,2011-07-20,2011-07-19,Phase 0 Grantor 045,Phase 0 Grantee 095,"Section 1, Block 5, Raven Forest Survey, Walker County, Texas",1/9,Deterministic import stress row 01111
T02,Royalty Deed 01112,2012-08-20,phase0/import-stress/T02/image-01112.pdf,312,113,P0-01112,2012-08-21,2012-08-20,Phase 0 Grantor 046,Phase 0 Grantee 096,"Section 2, Block 6, Raven Forest Survey, Walker County, Texas",1/10,Deterministic import stress row 01112
T03,Oil and Gas Lease 01113,2013-09-21,phase0/import-stress/T03/image-01113.pdf,313,114,P0-01113,2013-09-22,2013-09-21,Phase 0 Grantor 047,Phase 0 Grantee 097,"Section 3, Block 7, Raven Forest Survey, Walker County, Texas",1/11,Deterministic import stress row 01113
T04,Assignment 01114,2014-10-22,phase0/import-stress/T04/image-01114.pdf,314,115,P0-01114,2014-10-23,2014-10-22,Phase 0 Grantor 048,Phase 0 Grantee 098,"Section 4, Block 1, Raven Forest Survey, Walker County, Texas",1/12,Deterministic import stress row 01114
T05,Ratification 01115,2015-11-23,phase0/import-stress/T05/image-01115.pdf,315,116,P0-01115,2015-11-24,2015-11-23,Phase 0 Grantor 049,Phase 0 Grantee 099,"Section 5, Block 2, Raven Forest Survey, Walker County, Texas",1/13,Deterministic import stress row 01115
T06,Warranty Deed 01116,2016-12-24,phase0/import-stress/T06/image-01116.pdf,316,117,P0-01116,2016-12-25,2016-12-24,Phase 0 Grantor 050,Phase 0 Grantee 100,"Section 6, Block 3, Raven Forest Survey, Walker County, Texas",1/14,Deterministic import stress row 01116
T07,Mineral Deed 01117,2017-01-25,phase0/import-stress/T07/image-01117.pdf,317,118,P0-01117,2017-01-26,2017-01-25,Phase 0 Grantor 051,Phase 0 Grantee 101,"Section 7, Block 4, Raven Forest Survey, Walker County, Texas",1/15,Deterministic import stress row 01117
T08,Royalty Deed 01118,2018-02-26,phase0/import-stress/T08/image-01118.pdf,318,119,P0-01118,2018-02-27,2018-02-26,Phase 0 Grantor 052,Phase 0 Grantee 102,"Section 8, Block 5, Raven Forest Survey, Walker County, Texas",1/16,Deterministic import stress row 01118
T09,Oil and Gas Lease 01119,2019-03-27,phase0/import-stress/T09/image-01119.pdf,319,120,P0-01119,2019-03-28,2019-03-27,Phase 0 Grantor 053,Phase 0 Grantee 103,"Section 9, Block 6, Raven Forest Survey, Walker County, Texas",1/17,Deterministic import stress row 01119
T10,Assignment 01120,1980-04-28,phase0/import-stress/T10/image-01120.pdf,320,121,P0-01120,1980-04-01,1980-04-28,Phase 0 Grantor 054,Phase 0 Grantee 104,"Section 10, Block 7, Raven Forest Survey, Walker County, Texas",1/18,Deterministic import stress row 01120
T01,Ratification 01121,1981-05-01,phase0/import-stress/T01/image-01121.pdf,321,122,P0-01121,1981-05-02,1981-05-01,Phase 0 Grantor 055,Phase 0 Grantee 105,"Section 1, Block 1, Raven Forest Survey, Walker County, Texas",1/19,Deterministic import stress row 01121
T02,Warranty Deed 01122,1982-06-02,phase0/import-stress/T02/image-01122.pdf,322,123,P0-01122,1982-06-03,1982-06-02,Phase 0 Grantor 056,Phase 0 Grantee 106,"Section 2, Block 2, Raven Forest Survey, Walker County, Texas",1/20,Deterministic import stress row 01122
T03,Mineral Deed 01123,1983-07-03,phase0/import-stress/T03/image-01123.pdf,323,124,P0-01123,1983-07-04,1983-07-03,Phase 0 Grantor 057,Phase 0 Grantee 107,"Section 3, Block 3, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 01123
T04,Royalty Deed 01124,1984-08-04,phase0/import-stress/T04/image-01124.pdf,324,125,P0-01124,1984-08-05,1984-08-04,Phase 0 Grantor 058,Phase 0 Grantee 108,"Section 4, Block 4, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 01124
T05,Oil and Gas Lease 01125,1985-09-05,phase0/import-stress/T05/image-01125.pdf,325,126,P0-01125,1985-09-06,1985-09-05,Phase 0 Grantor 059,Phase 0 Grantee 109,"Section 5, Block 5, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 01125
T06,Assignment 01126,1986-10-06,phase0/import-stress/T06/image-01126.pdf,326,127,P0-01126,1986-10-07,1986-10-06,Phase 0 Grantor 060,Phase 0 Grantee 110,"Section 6, Block 6, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 01126
T07,Ratification 01127,1987-11-07,phase0/import-stress/T07/image-01127.pdf,327,128,P0-01127,1987-11-08,1987-11-07,Phase 0 Grantor 061,Phase 0 Grantee 111,"Section 7, Block 7, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 01127
T08,Warranty Deed 01128,1988-12-08,phase0/import-stress/T08/image-01128.pdf,328,129,P0-01128,1988-12-09,1988-12-08,Phase 0 Grantor 062,Phase 0 Grantee 112,"Section 8, Block 1, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 01128
T09,Mineral Deed 01129,1989-01-09,phase0/import-stress/T09/image-01129.pdf,329,130,P0-01129,1989-01-10,1989-01-09,Phase 0 Grantor 063,Phase 0 Grantee 113,"Section 9, Block 2, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 01129
T10,Royalty Deed 01130,1990-02-10,phase0/import-stress/T10/image-01130.pdf,330,131,P0-01130,1990-02-11,1990-02-10,Phase 0 Grantor 064,Phase 0 Grantee 001,"Section 10, Block 3, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 01130
T01,Oil and Gas Lease 01131,1991-03-11,phase0/import-stress/T01/image-01131.pdf,331,132,P0-01131,1991-03-12,1991-03-11,Phase 0 Grantor 065,Phase 0 Grantee 002,"Section 1, Block 4, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 01131
T02,Assignment 01132,1992-04-12,phase0/import-stress/T02/image-01132.pdf,332,133,P0-01132,1992-04-13,1992-04-12,Phase 0 Grantor 066,Phase 0 Grantee 003,"Section 2, Block 5, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 01132
T03,Ratification 01133,1993-05-13,phase0/import-stress/T03/image-01133.pdf,333,134,P0-01133,1993-05-14,1993-05-13,Phase 0 Grantor 067,Phase 0 Grantee 004,"Section 3, Block 6, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 01133
T04,Warranty Deed 01134,1994-06-14,phase0/import-stress/T04/image-01134.pdf,334,135,P0-01134,1994-06-15,1994-06-14,Phase 0 Grantor 068,Phase 0 Grantee 005,"Section 4, Block 7, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 01134
T05,Mineral Deed 01135,1995-07-15,phase0/import-stress/T05/image-01135.pdf,335,136,P0-01135,1995-07-16,1995-07-15,Phase 0 Grantor 069,Phase 0 Grantee 006,"Section 5, Block 1, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 01135
T06,Royalty Deed 01136,1996-08-16,phase0/import-stress/T06/image-01136.pdf,336,137,P0-01136,1996-08-17,1996-08-16,Phase 0 Grantor 070,Phase 0 Grantee 007,"Section 6, Block 2, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 01136
T07,Oil and Gas Lease 01137,1997-09-17,phase0/import-stress/T07/image-01137.pdf,337,138,P0-01137,1997-09-18,1997-09-17,Phase 0 Grantor 071,Phase 0 Grantee 008,"Section 7, Block 3, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 01137
T08,Assignment 01138,1998-10-18,phase0/import-stress/T08/image-01138.pdf,338,139,P0-01138,1998-10-19,1998-10-18,Phase 0 Grantor 072,Phase 0 Grantee 009,"Section 8, Block 4, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 01138
T09,Ratification 01139,1999-11-19,phase0/import-stress/T09/image-01139.pdf,339,140,P0-01139,1999-11-20,1999-11-19,Phase 0 Grantor 073,Phase 0 Grantee 010,"Section 9, Block 5, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 01139
T10,Warranty Deed 01140,2000-12-20,phase0/import-stress/T10/image-01140.pdf,340,141,P0-01140,2000-12-21,2000-12-20,Phase 0 Grantor 074,Phase 0 Grantee 011,"Section 10, Block 6, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 01140
T01,Mineral Deed 01141,2001-01-21,phase0/import-stress/T01/image-01141.pdf,341,142,P0-01141,2001-01-22,2001-01-21,Phase 0 Grantor 075,Phase 0 Grantee 012,"Section 1, Block 7, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 01141
T02,Royalty Deed 01142,2002-02-22,phase0/import-stress/T02/image-01142.pdf,342,143,P0-01142,2002-02-23,2002-02-22,Phase 0 Grantor 076,Phase 0 Grantee 013,"Section 2, Block 1, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 01142
T03,Oil and Gas Lease 01143,2003-03-23,phase0/import-stress/T03/image-01143.pdf,343,144,P0-01143,2003-03-24,2003-03-23,Phase 0 Grantor 077,Phase 0 Grantee 014,"Section 3, Block 2, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 01143
T04,Assignment 01144,2004-04-24,phase0/import-stress/T04/image-01144.pdf,344,145,P0-01144,2004-04-25,2004-04-24,Phase 0 Grantor 078,Phase 0 Grantee 015,"Section 4, Block 3, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 01144
T05,Ratification 01145,2005-05-25,phase0/import-stress/T05/image-01145.pdf,345,146,P0-01145,2005-05-26,2005-05-25,Phase 0 Grantor 079,Phase 0 Grantee 016,"Section 5, Block 4, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 01145
T06,Warranty Deed 01146,2006-06-26,phase0/import-stress/T06/image-01146.pdf,346,147,P0-01146,2006-06-27,2006-06-26,Phase 0 Grantor 080,Phase 0 Grantee 017,"Section 6, Block 5, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 01146
T07,Mineral Deed 01147,2007-07-27,phase0/import-stress/T07/image-01147.pdf,347,148,P0-01147,2007-07-28,2007-07-27,Phase 0 Grantor 081,Phase 0 Grantee 018,"Section 7, Block 6, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 01147
T08,Royalty Deed 01148,2008-08-28,phase0/import-stress/T08/image-01148.pdf,348,149,P0-01148,2008-08-01,2008-08-28,Phase 0 Grantor 082,Phase 0 Grantee 019,"Section 8, Block 7, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 01148
T09,Oil and Gas Lease 01149,2009-09-01,phase0/import-stress/T09/image-01149.pdf,349,150,P0-01149,2009-09-02,2009-09-01,Phase 0 Grantor 083,Phase 0 Grantee 020,"Section 9, Block 1, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 01149
T10,Assignment 01150,2010-10-02,phase0/import-stress/T10/image-01150.pdf,350,151,P0-01150,2010-10-03,2010-10-02,Phase 0 Grantor 084,Phase 0 Grantee 021,"Section 10, Block 2, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 01150
T01,Ratification 01151,2011-11-03,phase0/import-stress/T01/image-01151.pdf,351,152,P0-01151,2011-11-04,2011-11-03,Phase 0 Grantor 085,Phase 0 Grantee 022,"Section 1, Block 3, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 01151
T02,Warranty Deed 01152,2012-12-04,phase0/import-stress/T02/image-01152.pdf,352,153,P0-01152,2012-12-05,2012-12-04,Phase 0 Grantor 086,Phase 0 Grantee 023,"Section 2, Block 4, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 01152
T03,Mineral Deed 01153,2013-01-05,phase0/import-stress/T03/image-01153.pdf,353,154,P0-01153,2013-01-06,2013-01-05,Phase 0 Grantor 087,Phase 0 Grantee 024,"Section 3, Block 5, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 01153
T04,Royalty Deed 01154,2014-02-06,phase0/import-stress/T04/image-01154.pdf,354,155,P0-01154,2014-02-07,2014-02-06,Phase 0 Grantor 088,Phase 0 Grantee 025,"Section 4, Block 6, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 01154
T05,Oil and Gas Lease 01155,2015-03-07,phase0/import-stress/T05/image-01155.pdf,355,156,P0-01155,2015-03-08,2015-03-07,Phase 0 Grantor 089,Phase 0 Grantee 026,"Section 5, Block 7, Raven Forest Survey, Walker County, Texas",1/5,Deterministic import stress row 01155
